onset	duration	sample	value	trial_type	response_time	stim_file
1178.826	n/a	n/a	S200	FB: Loss	n/a	n/a
1179.898	n/a	n/a	S  1	Fixation	n/a	n/a
1180.155	1.068	n/a	boundary	n/a	n/a	n/a
1180.452	n/a	n/a	S  3	Left Button	n/a	n/a
1180.606	n/a	n/a	S200	FB: Loss	n/a	n/a
1181.682	n/a	n/a	S  1	Fixation	n/a	n/a
1182.424	n/a	n/a	S103	CUE: 213	n/a	n/a
1183.792	n/a	n/a	S  2	Right Button	n/a	n/a
1184.046	n/a	n/a	S200	FB: Loss	n/a	n/a
1184.731	0.57	n/a	boundary	n/a	n/a	n/a
1185.21	n/a	n/a	S101	CUE: 123	n/a	n/a
1186.182	n/a	n/a	S  3	Left Button	n/a	n/a
1186.446	n/a	n/a	S201	FB: Win	n/a	n/a
1187.518	n/a	n/a	S  1	Fixation	n/a	n/a
1188.34	n/a	n/a	S102	CUE: 132	n/a	n/a
1189.006	n/a	n/a	S  3	Left Button	n/a	n/a
1189.29	n/a	n/a	S201	FB: Win	n/a	n/a
1190.37	n/a	n/a	S  1	Fixation	n/a	n/a
1191.132	n/a	n/a	S102	CUE: 132	n/a	n/a
1191.63	n/a	n/a	S  3	Left Button	n/a	n/a
1191.984	n/a	n/a	S201	FB: Win	n/a	n/a
1193.056	n/a	n/a	S  1	Fixation	n/a	n/a
1193.766	n/a	n/a	S102	CUE: 132	n/a	n/a
1194.914	n/a	n/a	S  3	Left Button	n/a	n/a
1195.188	n/a	n/a	S201	FB: Win	n/a	n/a
1196.274	n/a	n/a	S  1	Fixation	n/a	n/a
1197.036	n/a	n/a	S103	CUE: 213	n/a	n/a
1197.59	n/a	n/a	S  4	Up Button	n/a	n/a
1197.874	n/a	n/a	S201	FB: Win	n/a	n/a
1198.203	1.142	n/a	boundary	n/a	n/a	n/a
1198.5	n/a	n/a	S105	CUE: 312	n/a	n/a
1199.516	n/a	n/a	S  2	Right Button	n/a	n/a
1199.83	n/a	n/a	S200	FB: Loss	n/a	n/a
1204.493	0.82	n/a	boundary	n/a	n/a	n/a
1207.997	0.82	n/a	boundary	n/a	n/a	n/a
1208.321	4.822	n/a	boundary	n/a	n/a	n/a
1208.573	0.64	n/a	boundary	n/a	n/a	n/a
1209.719	0.82	n/a	boundary	n/a	n/a	n/a
1212.901	0.498	n/a	boundary	n/a	n/a	n/a
1214.689	4.25	n/a	boundary	n/a	n/a	n/a
1215.399	1	n/a	boundary	n/a	n/a	n/a
1219.499	5.82	n/a	boundary	n/a	n/a	n/a
1220.771	1.39	n/a	boundary	n/a	n/a	n/a
1221.095	0.82	n/a	boundary	n/a	n/a	n/a
1223.133	1.642	n/a	boundary	n/a	n/a	n/a
1223.207	3.678	n/a	boundary	n/a	n/a	n/a
1223.531	1.392	n/a	boundary	n/a	n/a	n/a
1224.675	0.57	n/a	boundary	n/a	n/a	n/a
1226.143	1.39	n/a	boundary	n/a	n/a	n/a
1233.007	1.39	n/a	boundary	n/a	n/a	n/a
1233.653	0.498	n/a	boundary	n/a	n/a	n/a
1237.085	0.32	n/a	boundary	n/a	n/a	n/a
1237.409	0.572	n/a	boundary	n/a	n/a	n/a
