participant_id	animal_ID	species	strainRRID	strain	cage	cohort	sex	fur.colour	genotype	dad_ID_cage	litter_size	DOB	injection_date	injection	PFF.batch
sub-MCHxSYNx263	016_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_133	16	F	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
sub-MCHxSYNx264	016_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_133	16	F	agouti	WT	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
sub-MCHxSYNx265	016_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_134	16	F	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	PBS	n/a
sub-MCHxSYNx266	016_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_134	16	F	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	PBS	n/a
sub-MCHxSYNx267	016_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_134	16	F	agouti	WT	ST_10B	12	2021-04-01	2021-06-18	PBS	n/a
sub-MCHxSYNx268	016_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_135	16	M	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx269	016_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_135	16	M	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	PBS	n/a
sub-MCHxSYNx270	016_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_135	16	M	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
sub-MCHxSYNx271	016_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_135	16	M	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
sub-MCHxSYNx272	018_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_138	18	F	agouti	WT	ST_11B	10	2021-04-30	2021-07-23	PBS	n/a
sub-MCHxSYNx273	018_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_138	18	F	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	PBS	n/a
sub-MCHxSYNx274	018_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_138	18	F	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	PBS	n/a
sub-MCHxSYNx275	018_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_138	18	F	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	PBS	n/a
sub-MCHxSYNx276	018_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_139	18	M	agouti	WT	ST_11B	10	2021-04-30	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx277	018_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_139	18	M	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx278	018_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_139	18	M	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx279	018_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_139	18	M	agouti	hemi	ST_11B	10	2021-04-30	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx280	018_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_140	18	F	agouti	hemi	ST_10B	3	2021-05-02	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx281	018_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_141	18	M	agouti	hemi	ST_10B	3	2021-05-02	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx282	018_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_141	18	M	agouti	WT	ST_10B	3	2021-05-02	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx283	018_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_142	18	F	black	hemi	ST_16B	9	2021-05-05	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx284	018_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_142	18	F	black	hemi	ST_16B	9	2021-05-05	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx285	018_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_142	18	F	black	WT	ST_16B	9	2021-05-05	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx286	018_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_142	18	F	black	WT	ST_16B	9	2021-05-05	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx287	018_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_142	18	F	black	WT	ST_16B	9	2021-05-05	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx288	018_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_143	18	M	black	WT	ST_16B	9	2021-05-05	2021-07-23	PBS	n/a
sub-MCHxSYNx289	018_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_143A	18	M	black	hemi	ST_16B	9	2021-05-05	2021-07-23	PBS	n/a
sub-MCHxSYNx290	018_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_143	18	M	black	WT	ST_16B	9	2021-05-05	2021-07-23	PBS	n/a
sub-MCHxSYNx291	018_022	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_143A	18	M	black	WT	ST_16B	9	2021-05-05	2021-07-23	PBS	n/a
sub-MCHxSYNx292	018_023	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_144	18	F	agouti	WT	ST_14B	10	2021-05-05	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx293	018_024	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_144	18	F	agouti	WT	ST_14B	10	2021-05-05	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx294	018_025	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_144	18	F	agouti	WT	ST_14B	10	2021-05-05	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx295	018_026	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_144	18	F	agouti	WT	ST_14B	10	2021-05-05	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx296	018_027	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_144	18	F	black	WT	ST_14B	10	2021-05-05	2021-07-23	Hu-PFF	21D19s
sub-MCHxSYNx297	018_028	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_145	18	M	agouti	WT	ST_14B	10	2021-05-05	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx298	018_029	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_145A	18	M	agouti	WT	ST_14B	10	2021-05-05	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx299	018_030	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_145	18	M	agouti	WT	ST_14B	10	2021-05-05	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx300	018_031	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_145B	18	M	agouti	WT	ST_14B	10	2021-05-05	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx301	018_032	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_145A	18	M	agouti	WT	ST_14B	10	2021-05-05	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx302	018_033	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_146	18	F	agouti	hemi	ST_14B	8	2021-05-07	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx303	018_034	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_146	18	F	black	hemi	ST_14B	8	2021-05-07	2021-07-24	Hu-PFF	21D19s
sub-MCHxSYNx304	018_035	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_146	18	F	black	WT	ST_14B	8	2021-05-07	2021-07-24	Ms-PFF	m21D19s
sub-MCHxSYNx305	018_036	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_147	18	M	agouti	hemi	ST_14B	8	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx306	018_037	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_147	18	M	agouti	WT	ST_14B	8	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx307	018_038	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_147	18	M	black	WT	ST_14B	8	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx308	018_039	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_147	18	M	black	hemi	ST_14B	8	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx309	018_040	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_147	18	M	agouti	hemi	ST_14B	8	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx310	018_041	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_148	18	F	agouti	WT	ST_15B	6	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx311	018_042	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_148	18	F	agouti	WT	ST_15B	6	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx312	018_043	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_148	18	F	agouti	hemi	ST_15B	6	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx313	018_044	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_148	18	F	agouti	WT	ST_15B	6	2021-05-07	2021-07-24	PBS	n/a
sub-MCHxSYNx314	018_045	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_149	18	M	black	WT	ST_15B	6	2021-05-07	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx315	018_046	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_149	18	M	black	WT	ST_15B	6	2021-05-07	2021-07-23	Ms-PFF	m21D19s
sub-MCHxSYNx316	019_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_150	19	F	agouti	hemi	ST_10B	7	2021-05-15	2021-08-06	PBS	n/a
sub-MCHxSYNx317	019_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_151	19	M	agouti	hemi	ST_10B	7	2021-05-15	2021-08-06	PBS	n/a
sub-MCHxSYNx318	019_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_151A	19	M	agouti	WT	ST_10B	7	2021-05-15	2021-08-06	PBS	n/a
sub-MCHxSYNx319	019_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_152	19	M	black	hemi	ST_15B	1	2021-05-19	2021-08-06	Ms-PFF	m21D19s
sub-MCHxSYNx320	019_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_153	19	F	agouti	hemi	ST_11B	7	2021-05-23	2021-08-06	Hu-PFF	21D19s
sub-MCHxSYNx321	019_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_153	19	F	agouti	hemi	ST_11B	7	2021-05-23	2021-08-06	Ms-PFF	m21D19s
sub-MCHxSYNx322	019_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_153	19	F	agouti	WT	ST_11B	7	2021-05-23	2021-08-06	Hu-PFF	21D19s
sub-MCHxSYNx323	019_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_154	19	M	agouti	hemi	ST_11B	7	2021-05-23	n/a	n/a	n/a
sub-MCHxSYNx324	019_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_154	19	M	agouti	hemi	ST_11B	7	2021-05-23	2021-08-06	Hu-PFF	21D19s
sub-MCHxSYNx325	019_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_154	19	M	agouti	WT	ST_11B	7	2021-05-23	n/a	n/a	n/a
sub-MCHxSYNx326	019_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_154	19	M	agouti	hemi	ST_11B	7	2021-05-23	2021-08-06	Hu-PFF	21D19s
sub-MCHxSYNx327	020_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_155	20	F	black	WT	ST_16B	4	2021-05-26	2021-08-19	PBS	n/a
sub-MCHxSYNx328	020_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_155	20	F	black	WT	ST_16B	4	2021-05-26	2021-08-19	PBS	n/a
sub-MCHxSYNx329	020_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_156	20	M	black	hemi	ST_16B	4	2021-05-26	2021-08-19	PBS	n/a
sub-MCHxSYNx330	020_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_156	20	M	black	WT	ST_16B	4	2021-05-26	2021-08-19	PBS	n/a
sub-MCHxSYNx331	020_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_157	20	F	black	WT	ST_14B	8	2021-05-28	2021-08-19	Ms-PFF	m21D19s
sub-MCHxSYNx332	020_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_157	20	F	black	WT	ST_14B	8	2021-05-28	2021-08-19	Hu-PFF	21D19s
sub-MCHxSYNx333	020_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_157	20	F	agouti	WT	ST_14B	8	2021-05-28	2021-08-19	Hu-PFF	21D19s
sub-MCHxSYNx334	020_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_157	20	F	agouti	WT	ST_14B	8	2021-05-28	2021-08-19	Hu-PFF	21D19s
sub-MCHxSYNx335	020_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_157	20	F	agouti	WT	ST_14B	8	2021-05-28	2021-08-19	Hu-PFF	21D19s
sub-MCHxSYNx336	020_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_158	20	M	black	WT	ST_14B	8	2021-05-28	2021-08-20	Hu-PFF	21D19s
sub-MCHxSYNx337	020_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_158	20	M	agouti	WT	ST_14B	8	2021-05-28	n/a	n/a	n/a
sub-MCHxSYNx338	020_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_158	20	M	agouti	WT	ST_14B	8	2021-05-28	2021-08-20	Hu-PFF	21D19s
sub-MCHxSYNx339	020_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_159	20	F	agouti	hemi	ST_14B	7	2021-05-31	2021-08-19	Ms-PFF	m21D19s
sub-MCHxSYNx340	020_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_159	20	F	agouti	WT	ST_14B	7	2021-05-31	2021-08-19	Ms-PFF	m21D19s
sub-MCHxSYNx341	020_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_159	20	F	agouti	WT	ST_14B	7	2021-05-31	2021-08-19	Ms-PFF	m21D19s
sub-MCHxSYNx342	020_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_159	20	F	agouti	WT	ST_14B	7	2021-05-31	2021-08-19	Ms-PFF	m21D19s
sub-MCHxSYNx343	020_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_160A	20	M	black	WT	ST_14B	7	2021-05-31	2021-08-20	PBS	n/a
sub-MCHxSYNx344	020_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_160	20	M	agouti	WT	ST_14B	7	2021-05-31	2021-08-20	Ms-PFF	m21D19s
sub-MCHxSYNx345	020_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_161	20	F	agouti	WT	ST_11B	8	2021-05-30	2021-08-20	PBS	n/a
sub-MCHxSYNx346	020_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_161	20	F	agouti	WT	ST_11B	8	2021-05-30	2021-08-20	PBS	n/a
sub-MCHxSYNx383	020_022	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_161	20	F	agouti	hemi	ST_11B	8	2021-05-30	2021-08-20	PBS	n/a
sub-MCHxSYNx347	020_023	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_162	20	M	agouti	hemi	ST_11B	8	2021-05-30	2021-08-20	Hu-PFF	21D19s
sub-MCHxSYNx384	020_024	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_162	20	M	agouti	WT	ST_11B	8	2021-05-30	2021-08-20	Hu-PFF	21D19s
sub-MCHxSYNx385	020_025	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_162	20	M	agouti	hemi	ST_11B	8	2021-05-30	2021-08-20	Ms-PFF	m21D19s
sub-MCHxSYNx386	020_026	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_162	20	M	agouti	WT	ST_11B	8	2021-05-30	2021-08-20	Ms-PFF	m21D19s
sub-MCHxSYNx387	020_027	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_162	20	M	agouti	WT	ST_11B	8	2021-05-30	2021-08-20	Ms-PFF	m21D19s
sub-MCHxSYNx348	022_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_165	22	F	agouti	hemi	ST_15B	7	2021-06-28	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx349	022_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_165	22	F	agouti	hemi	ST_15B	7	2021-06-28	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx350	022_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_165	22	F	black	hemi	ST_15B	7	2021-06-28	2021-09-20	PBS	n/a
sub-MCHxSYNx351	022_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_165	22	F	black	WT	ST_15B	7	2021-06-28	2021-09-20	PBS	n/a
sub-MCHxSYNx352	022_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_165	22	F	agouti	hemi	ST_15B	7	2021-06-28	2021-09-20	PBS	n/a
sub-MCHxSYNx353	022_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_166	22	M	agouti	hemi	ST_15B	7	2021-06-28	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx354	022_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_166	22	M	black	WT	ST_15B	7	2021-06-28	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx355	022_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_167	22	F	agouti	hemi	ST_10B	7	2021-06-28	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx356	022_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_168	22	M	agouti	WT	ST_10B	7	2021-06-28	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx357	022_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_168	22	M	agouti	WT	ST_10B	7	2021-06-28	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx358	022_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_168	22	M	agouti	hemi	ST_10B	7	2021-06-28	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx359	022_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_171	22	F	black	WT	ST_14B	8	2021-07-02	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx360	022_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_171	22	F	agouti	WT	ST_14B	8	2021-07-02	2021-09-20	Ms-PFF	m21D19s
sub-MCHxSYNx361	022_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_171	22	F	black	WT	ST_14B	8	2021-07-02	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx362	022_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_172	22	M	black	WT	ST_14B	8	2021-07-02	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx363	022_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_172	22	M	agouti	WT	ST_14B	8	2021-07-02	2021-09-20	PBS	n/a
sub-MCHxSYNx364	022_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_172	22	M	black	WT	ST_14B	8	2021-07-02	2021-09-20	PBS	n/a
sub-MCHxSYNx365	022_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_172	22	M	black	WT	ST_14B	8	2021-07-02	2021-09-20	PBS	n/a
sub-MCHxSYNx366	022_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_172	22	M	agouti	WT	ST_14B	8	2021-07-02	2021-09-20	Hu-PFF	21D19s
sub-MCHxSYNx367	023_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_169	23	F	agouti	hemi	ST_10B	3	2021-07-10	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx368	023_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_170	23	M	agouti	hemi	ST_10B	3	2021-07-10	2021-09-30	Ms-PFF	m21D19s
sub-MCHxSYNx369	023_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_173	23	F	black	WT	ST_14B	4	2021-07-14	2021-09-30	Ms-PFF	m21D19s
sub-MCHxSYNx370	023_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_173	23	F	black	hemi	ST_14B	4	2021-07-14	2021-09-30	Ms-PFF	m21D19s
sub-MCHxSYNx371	023_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_174	23	M	agouti	hemi	ST_14B	4	2021-07-14	2021-09-30	PBS	n/a
sub-MCHxSYNx372	023_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_174	23	M	black	WT	ST_14B	4	2021-07-14	2021-09-30	PBS	n/a
sub-MCHxSYNx373	023_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_175	23	F	agouti	WT	ST_12B	9	2021-07-16	2021-09-30	PBS	n/a
sub-MCHxSYNx403	023_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_175	23	F	agouti	hemi	ST_12B	9	2021-07-16	2021-09-30	PBS	n/a
sub-MCHxSYNx388	023_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_175	23	F	agouti	WT	ST_12B	9	2021-07-16	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx374	023_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_175	23	F	agouti	hemi	ST_12B	9	2021-07-16	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx375	023_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_176	23	M	agouti	hemi	ST_12B	9	2021-07-16	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx376	023_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_176	23	M	agouti	hemi	ST_12B	9	2021-07-16	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx377	023_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_176	23	M	agouti	WT	ST_12B	9	2021-07-16	2021-09-30	Hu-PFF	21D19s
sub-MCHxSYNx378	023_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_176	23	M	agouti	WT	ST_12B	9	2021-07-16	2021-09-30	Ms-PFF	m21D19s
sub-MCHxSYNx379	023_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_176	23	M	agouti	hemi	ST_12B	9	2021-07-16	2021-09-30	Ms-PFF	m21D19s
